signal_ts,entry_ts,direction,stop,ref_close,atr15,zone_id,zone_lo,zone_hi,setup,session
2023-02-02 15:15:00+00:00,2023-02-02 15:30:00+00:00,1,1914.9379306213507,1924.95,4.816138757298538,235,1923.7881902324878,1933.3433097675122,retest,overlap
2023-02-14 14:00:00+00:00,2023-02-14 14:15:00+00:00,-1,1873.85364936318,1859.009,4.386262351775861,231,1860.5544818127078,1871.6605181872922,retest,overlap
2023-02-14 15:15:00+00:00,2023-02-14 15:30:00+00:00,-1,1874.6357204671067,1858.81,5.950404559629042,231,1860.5544818127078,1871.6605181872922,retest,overlap
2023-02-14 17:15:00+00:00,2023-02-14 17:30:00+00:00,-1,1863.210167742809,1847.6599999999999,5.240335485617618,246,1848.4371438932517,1854.829356106748,retest,newyork
2023-02-14 18:45:00+00:00,2023-02-14 19:00:00+00:00,-1,1861.2059195432826,1853.6460000000002,4.6418390865650405,246,1848.4371438932517,1854.829356106748,retest,newyork
2023-02-22 12:30:00+00:00,2023-02-22 12:45:00+00:00,-1,1850.594136506861,1841.88,2.4193405887893835,251,1843.4870337875334,1849.3844662124664,retest,london
2023-02-23 08:15:00+00:00,2023-02-23 08:30:00+00:00,-1,1834.811988785372,1827.6715,1.8539775707439232,250,1828.522840070767,1832.3671599292331,retest,london
2023-02-24 14:00:00+00:00,2023-02-24 14:15:00+00:00,-1,1822.0877908717982,1812.095,2.7339092973440744,252,1815.7926637768737,1820.7208362231263,retest,overlap
2023-02-27 14:00:00+00:00,2023-02-27 14:15:00+00:00,-1,1821.7670889072824,1815.2285000000002,2.0925053683124206,252,1815.7926637768737,1820.7208362231263,retest,overlap
2023-02-27 15:15:00+00:00,2023-02-27 15:30:00+00:00,-1,1821.8952535020287,1818.4365,2.3488345578048166,252,1815.7926637768737,1820.7208362231263,retest,overlap
2023-02-27 16:00:00+00:00,2023-02-27 16:15:00+00:00,-1,1821.9423833301776,1813.9465,2.4430942141024867,252,1815.7926637768737,1820.7208362231263,retest,overlap
2023-02-27 18:15:00+00:00,2023-02-27 18:30:00+00:00,-1,1821.7265354000654,1817.88,2.011398353878238,252,1815.7926637768737,1820.7208362231263,retest,newyork
2023-02-28 16:30:00+00:00,2023-02-28 16:45:00+00:00,-1,1829.998662154224,1826.4415,2.914324308448383,252,1815.7926637768737,1820.7208362231263,retest,newyork
2023-02-28 17:45:00+00:00,2023-02-28 18:00:00+00:00,-1,1833.7361231132456,1829.3314999999998,2.7379263680250796,250,1828.522840070767,1832.3671599292331,retest,newyork
2023-02-28 19:15:00+00:00,2023-02-28 19:30:00+00:00,-1,1833.555416850013,1829.295,2.3765138415595386,250,1828.522840070767,1832.3671599292331,retest,newyork
2023-03-07 18:30:00+00:00,2023-03-07 18:45:00+00:00,-1,1824.6826266183257,1814.7865,2.942253236651447,252,1815.7926637768737,1820.7208362231263,retest,newyork
2023-03-08 18:30:00+00:00,2023-03-08 18:45:00+00:00,-1,1821.9385161374996,1813.9850000000001,2.4353598287467717,252,1815.7926637768737,1820.7208362231263,retest,newyork
2023-03-08 20:00:00+00:00,2023-03-08 20:15:00+00:00,-1,1821.7250858333036,1815.32,2.0084992203548286,252,1815.7926637768737,1820.7208362231263,retest,newyork
2023-03-21 17:45:00+00:00,2023-03-21 18:00:00+00:00,1,1928.341071278434,1941.55,4.316061195168389,263,1930.4991018760181,1940.505898123982,retest,newyork
2023-04-10 13:00:00+00:00,2023-04-10 13:15:00+00:00,1,1983.7481142335407,1991.23,2.9101921979718837,272,1985.2032103325266,1992.9902896674732,retest,overlap
2023-04-12 14:00:00+00:00,2023-04-12 14:15:00+00:00,1,1999.0167277575433,2010.295,4.727544484913501,265,2005.2900637715206,2012.0614362284794,retest,overlap
2023-04-12 15:15:00+00:00,2023-04-12 15:30:00+00:00,1,1997.5331733431474,2008.7435,4.58654619529249,268,1999.8264464407937,2006.5855535592061,retest,overlap
2023-04-12 16:00:00+00:00,2023-04-12 16:15:00+00:00,1,1997.6978212602073,2008.1915,4.257250361172611,268,1999.8264464407937,2006.5855535592061,retest,newyork
2023-04-13 15:00:00+00:00,2023-04-13 15:15:00+00:00,1,2023.9518255905887,2037.3249999999998,3.9678586898123873,274,2025.935754935495,2034.535745064505,retest,overlap
